date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:35:56	33994/33994	---M--	200	added ('OK')	image/png	etag:%2264ae716e-84ca%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-1-300x283.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-1-300x283.png	(from https://BANTUDAGANG.com/)
21:35:57	27526/27526	---M--	200	added ('OK')	image/png	etag:%2264ae6c06-6b86%22	https://BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-2-300x283.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/04/intro-img-2-300x283.png	(from https://BANTUDAGANG.com/)
21:35:58	35633/35633	---M--	200	added ('OK')	image/png	etag:%2264ae6ba5-8b31%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/Artboard-5@2x-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/Artboard-5@2x-1.png	(from https://BANTUDAGANG.com/)
21:35:59	35951/35951	---M--	200	added ('OK')	image/png	etag:%2264ae6bb6-8c6f%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/chat-img.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/chat-img.png	(from https://BANTUDAGANG.com/)
21:36:00	24202/24202	---M--	200	added ('OK')	image/png	etag:%2264ae6c19-5e8a%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/stok-img.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/stok-img.png	(from https://BANTUDAGANG.com/)
21:36:01	25922/25922	---M--	200	added ('OK')	image/png	etag:%2264ae6c2b-6542%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/security-img.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/security-img.png	(from https://BANTUDAGANG.com/)
21:36:03	198990/198990	---M--	200	added ('OK')	image/png	etag:%2264f00bd6-3094e%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-1-shrink.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-1-shrink.png	(from https://BANTUDAGANG.com/)
21:36:04	185628/185628	---M--	200	added ('OK')	image/png	etag:%2264f00bd4-2d51c%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-2-shrink.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-2-shrink.png	(from https://BANTUDAGANG.com/)
21:36:05	211765/211765	---M--	200	added ('OK')	image/png	etag:%2264f00bd2-33b35%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-3-shrink.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-3-shrink.png	(from https://BANTUDAGANG.com/)
21:36:06	196724/196724	---M--	200	added ('OK')	image/png	etag:%2264f00bd1-30074%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-4-shrink.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-4-shrink.png	(from https://BANTUDAGANG.com/)
21:36:07	222114/222114	---M--	200	added ('OK')	image/png	etag:%2264f00bcf-363a2%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-5-shrink.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/langkah-5-shrink.png	(from https://BANTUDAGANG.com/)
21:36:08	181128/181128	---M--	200	added ('OK')	image/jpeg	etag:%2264e43984-2c388%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/Group-2137.jpg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/Group-2137.jpg	(from https://BANTUDAGANG.com/)
21:36:08	815/815	---M--	200	added ('OK')	image/png	etag:%2264f05216-32f%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/line-dotted-vertical-long.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/line-dotted-vertical-long.png	(from https://BANTUDAGANG.com/)
21:36:09	209/209	---M--	200	added ('OK')	image/png	etag:%2264f1623b-d1%22	https://BANTUDAGANG.com/wp-content/uploads/2023/09/line-dotted-vertical-short.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/09/line-dotted-vertical-short.png	(from https://BANTUDAGANG.com/)
21:36:10	363/363	---M--	200	added ('OK')	image/png	etag:%2264f16a1b-16b%22	https://BANTUDAGANG.com/wp-content/uploads/2023/09/line-colored-vertical-short.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/09/line-colored-vertical-short.png	(from https://BANTUDAGANG.com/)
21:36:11	147/147	---M--	200	added ('OK')	image/png	etag:%2264f6aef0-93%22	https://BANTUDAGANG.com/wp-content/uploads/2023/09/line-donestate-vertical-short.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/09/line-donestate-vertical-short.png	(from https://BANTUDAGANG.com/)
21:36:12	3000/3000	---M--	200	added ('OK')	image/png	etag:%2264ae718a-bb8%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/Mask-group.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/Mask-group.png	(from https://BANTUDAGANG.com/)
21:36:13	4125/4125	---M--	200	added ('OK')	image/png	etag:%2264ae718b-101d%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/Mask-group-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/Mask-group-1.png	(from https://BANTUDAGANG.com/)
21:36:14	2300/2300	---M--	200	added ('OK')	image/png	etag:%2264ae718c-8fc%22	https://BANTUDAGANG.com/wp-content/uploads/2023/05/Mask-group-2.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/05/Mask-group-2.png	(from https://BANTUDAGANG.com/)
21:36:16	362079/362079	---M--	200	added ('OK')	image/png	etag:%2264e450ef-5865f%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/Group-2138.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/Group-2138.png	(from https://BANTUDAGANG.com/)
21:36:16	3816/3816	---M--	200	added ('OK')	image/png	etag:%2264ae70dc-ee8%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/Asset-1@2x-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/Asset-1@2x-1.png	(from https://BANTUDAGANG.com/)
21:36:17	3906/3906	---M--	200	added ('OK')	image/png	etag:%2264ae70e0-f42%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/Asset-1@2x-1-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/Asset-1@2x-1-1.png	(from https://BANTUDAGANG.com/)
21:36:18	7502/7502	---M--	200	added ('OK')	image/jpeg	etag:%2264dad59e-1d4e%22	https://BANTUDAGANG.com/wp-content/uploads/2023/08/testimony-logo-1.jpg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/08/testimony-logo-1.jpg	(from https://BANTUDAGANG.com/)
21:36:19	3716/3716	---M--	200	added ('OK')	image/png	etag:%2264ae70de-e84%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/testimony-logo-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/testimony-logo-1.png	(from https://BANTUDAGANG.com/)
21:36:20	2678/2678	---M--	200	added ('OK')	image/jpeg	etag:%2264a38503-a76%22	https://BANTUDAGANG.com/wp-content/uploads/2023/07/8932706_8775429b-04cf-4581-ab4c-e5f1f401711f-150x150.jpg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/07/8932706_8775429b-04cf-4581-ab4c-e5f1f401711f-150x150.jpg	(from https://BANTUDAGANG.com/)
21:36:21	3323/3323	---M--	200	added ('OK')	image/jpeg	etag:%2264a38500-cfb%22	https://BANTUDAGANG.com/wp-content/uploads/2023/07/264587_d9baff90-16f6-44cf-aab4-b172945c09bb-150x150.jpg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/07/264587_d9baff90-16f6-44cf-aab4-b172945c09bb-150x150.jpg	(from https://BANTUDAGANG.com/)
21:36:22	2372/2372	---M--	200	added ('OK')	image/jpeg	etag:%2264a38502-944%22	https://BANTUDAGANG.com/wp-content/uploads/2023/07/81b5b6eb-2bf7-4435-8570-777a7987fe80-150x150.jpg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/07/81b5b6eb-2bf7-4435-8570-777a7987fe80-150x150.jpg	(from https://BANTUDAGANG.com/)
21:36:24	119182/119182	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226423d01c-1d18e%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/Artboard-8@2x-1.svg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/Artboard-8@2x-1.svg	(from https://BANTUDAGANG.com/)
21:36:25	9921/9921	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-26c1%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://BANTUDAGANG.com/)
21:36:25	2216/2216	---M--	200	added ('OK')	image/png	etag:%2264ae70b1-8a8%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/image-1.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/image-1.png	(from https://BANTUDAGANG.com/)
21:36:26	1821/1821	---M--	200	added ('OK')	image/png	etag:%2264ae70b2-71d%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/image-2.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/image-2.png	(from https://BANTUDAGANG.com/)
21:36:27	1565/1565	---M--	200	added ('OK')	image/png	etag:%2264ae70b2-61d%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/image-3.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/image-3.png	(from https://BANTUDAGANG.com/)
21:36:28	1842/1842	---M--	200	added ('OK')	image/png	etag:%2264ae70b3-732%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/image-4.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/image-4.png	(from https://BANTUDAGANG.com/)
21:36:29	2005/2005	---M--	200	added ('OK')	image/png	etag:%2264ae70b4-7d5%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/image-5.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/image-5.png	(from https://BANTUDAGANG.com/)
21:36:30	4495/4495	---M--	200	added ('OK')	image/png	etag:%2264ae717a-118f%22	https://BANTUDAGANG.com/wp-content/uploads/2023/03/whatsapp-logo-png-hd-2-150x150.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/03/whatsapp-logo-png-hd-2-150x150.png	(from https://BANTUDAGANG.com/)
21:36:32	26596/26596	---MCZ	200	added ('OK')	text/css	etag:W/%22643bf69a-67e4%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://BANTUDAGANG.com/)
21:36:32	944/944	---MCZ	200	added ('OK')	text/javascript	etag:W/%2264e45813-3b0%22	https://BANTUDAGANG.com/wp-content/uploads/winp-css-js/218.js?ver=1692686355	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/winp-css-js/2189b86.js	(from https://BANTUDAGANG.com/)
21:36:36	147716/147716	---MCZ	200	added ('OK')	text/html	etag:%22fad20082967213332427e9e056fae49b%22	https://BANTUDAGANG.com/news/	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/news/index.html	(from https://BANTUDAGANG.com/)
21:36:38	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	/home/nehphren/kwu/omnichanel1/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://BANTUDAGANG.com/)
21:36:42	70428/70428	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265e9b379-1131c%22	https://stats.wpmucdn.com/analytics.js	/home/nehphren/kwu/omnichanel1/stats.wpmucdn.com/analytics.js	(from https://BANTUDAGANG.com/)
21:36:51	578298/578298	---M--	200	added ('OK')	image/png	etag:%226510e8fc-8d2fa%22	https://BANTUDAGANG.com/wp-content/uploads/2023/09/BG-Mobile.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/09/BG-Mobile.png	(from https://BANTUDAGANG.com/)
21:36:51	664823/664823	---M--	200	added ('OK')	image/png	etag:%226510e631-a24f7%22	https://BANTUDAGANG.com/wp-content/uploads/2023/09/BG-Desktop.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/09/BG-Desktop.png	(from https://BANTUDAGANG.com/)
21:36:53	3133/3133	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa1072-c3d%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-1241.css?ver=1688866930	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-12412cc6.css	(from https://BANTUDAGANG.com/)
21:36:53	3133/3133	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa1072-c3d%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-1244.css?ver=1688866930	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-12442cc6.css	(from https://BANTUDAGANG.com/)
21:36:55	3133/3133	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa1072-c3d%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-1247.css?ver=1688866930	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-12472cc6.css	(from https://BANTUDAGANG.com/)
21:36:55	3133/3133	---MCZ	200	added ('OK')	text/css	etag:W/%2264aa1072-c3d%22	https://BANTUDAGANG.com/wp-content/uploads/elementor/css/post-1251.css?ver=1688866930	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/elementor/css/post-12512cc6.css	(from https://BANTUDAGANG.com/)
21:36:57	477623/477623	---MCZ	200	added ('OK')	text/css	etag:W/%226449f569-749b7%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets.css?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/css/htmega-widgets4c71.css	(from https://BANTUDAGANG.com/)
21:36:57	585722/585722	---M--	200	added ('OK')	image/png	etag:%226510e651-8effa%22	https://BANTUDAGANG.com/wp-content/uploads/2023/09/Mockup.png	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/2023/09/Mockup.png	(from https://BANTUDAGANG.com/)
21:36:58	19363/19363	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-4ba3%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://BANTUDAGANG.com/)
21:36:59	699/699	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22646237f5-2bb%22	https://BANTUDAGANG.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://BANTUDAGANG.com/)
21:37:00	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%226449f50c-4824%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/animations/animations.mine56c.css	(from https://BANTUDAGANG.com/)
21:37:01	9055/9055	---MCZ	200	added ('OK')	text/javascript	etag:W/%22646237f5-235f%22	https://BANTUDAGANG.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.7.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min9f31.js	(from https://BANTUDAGANG.com/)
21:37:02	6996/6996	---MCZ	200	added ('OK')	text/javascript	etag:W/%226462e7b5-1b54%22	https://BANTUDAGANG.com/wp-content/uploads/essential-addons-elementor/eael-986.js?ver=1714487122	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/uploads/essential-addons-elementor/eael-9860a3f.js	(from https://BANTUDAGANG.com/)
21:37:03	6159/6159	---MCZ	200	added ('OK')	text/javascript	etag:W/%2264d0555e-180f%22	https://BANTUDAGANG.com/wp-content/plugins/table-of-contents-plus/front.min.js?ver=2302	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/table-of-contents-plus/front.minb5ce.js	(from https://BANTUDAGANG.com/)
21:37:04	18994/18994	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f569-4a32%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min.js?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/popper.min4c71.js	(from https://BANTUDAGANG.com/)
21:37:05	62890/62890	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f569-f5aa%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap.js?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/htbbootstrap4c71.js	(from https://BANTUDAGANG.com/)
21:37:06	9029/9029	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f569-2345%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints.js?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/waypoints4c71.js	(from https://BANTUDAGANG.com/)
21:37:07	7827/7827	---MCZ	200	added ('OK')	text/javascript	etag:W/%2264b5e7f5-1e93%22	https://BANTUDAGANG.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=5.0.6	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min066b.js	(from https://BANTUDAGANG.com/)
21:37:08	143709/143709	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f569-2315d%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/swiper.min.js?ver=8.4.5	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/swiper.min94a4.js	(from https://BANTUDAGANG.com/)
21:37:09	42001/42001	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f569-a411%22	https://BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/htmega-widgets-active.js?ver=2.1.3	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/ht-mega-for-elementor/assets/js/htmega-widgets-active4c71.js	(from https://BANTUDAGANG.com/)
21:37:10	1801/1801	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f50c-709%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://BANTUDAGANG.com/)
21:37:11	25202/25202	---MCZ	200	added ('OK')	text/javascript	etag:W/%22643bf69a-6272%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://BANTUDAGANG.com/)
21:37:12	5485/5485	---MCZ	200	added ('OK')	text/javascript	etag:W/%22643bf69a-156d%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.mine56c.js	(from https://BANTUDAGANG.com/)
21:37:13	4958/4958	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f50c-135e%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mine56c.js	(from https://BANTUDAGANG.com/)
21:37:14	42288/42288	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f50c-a530%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/js/frontend-modules.mine56c.js	(from https://BANTUDAGANG.com/)
21:37:15	8171/8171	---MCZ	200	added ('OK')	text/javascript	etag:W/%22642500e5-1feb%22	https://BANTUDAGANG.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://BANTUDAGANG.com/)
21:37:16	6625/6625	---MCZ	200	added ('OK')	text/javascript	etag:W/%22654ba072-19e1%22	https://BANTUDAGANG.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://BANTUDAGANG.com/)
21:37:17	38590/38590	---MCZ	200	added ('OK')	text/javascript	etag:W/%22660cb512-96be%22	https://BANTUDAGANG.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://BANTUDAGANG.com/)
21:37:18	4307/4307	---MCZ	200	added ('OK')	text/javascript	etag:W/%22660cb512-10d3%22	https://BANTUDAGANG.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/dist/hooks.min2757.js	(from https://BANTUDAGANG.com/)
21:37:19	9141/9141	---MCZ	200	added ('OK')	text/javascript	etag:W/%22660cb512-23b5%22	https://BANTUDAGANG.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/dist/i18n.minc33c.js	(from https://BANTUDAGANG.com/)
21:37:20	24380/24380	---MCZ	200	added ('OK')	text/javascript	etag:W/%22643bf69a-5f3c%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/js/frontend.mine56c.js	(from https://BANTUDAGANG.com/)
21:37:21	12198/12198	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f50c-2fa6%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://BANTUDAGANG.com/)
21:37:22	21438/21438	---MCZ	200	added ('OK')	text/javascript	etag:W/%22642500e4-53be%22	https://BANTUDAGANG.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://BANTUDAGANG.com/)
21:37:23	40591/40591	---MCZ	200	added ('OK')	text/javascript	etag:W/%226449f50c-9e8f%22	https://BANTUDAGANG.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor/assets/js/frontend.mine56c.js	(from https://BANTUDAGANG.com/)
21:37:24	29635/29635	---MCZ	200	added ('OK')	text/javascript	etag:W/%22643bf69a-73c3%22	https://BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.12.2	/home/nehphren/kwu/omnichanel1/BANTUDAGANG.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.mine56c.js	(from https://BANTUDAGANG.com/)
21:37:25	80668/80668	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213b1c-zlT4XyePvNXLIpL5wYbu32PNz4g%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.1/dist/js/bootstrap.bundle.min.js	/home/nehphren/kwu/omnichanel1/cdn.jsdelivr.net/npm/bootstrap@5.3.1/dist/js/bootstrap.bundle.min.js	(from https://BANTUDAGANG.com/)
21:37:26	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://BANTUDAGANG.com/)
21:37:26	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	/home/nehphren/kwu/omnichanel1/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
21:37:28	4170/4170	---MC-	200	added ('OK')	text/html	date:Tue,%2028%20May%202024%2014:37:27%20GMT	https://gmpg.org/xfn/.	/home/nehphren/kwu/omnichanel1/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
21:37:29	9/9	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2014:37:29%20GMT	https://gmpg.org/xfn/intro	/home/nehphren/kwu/omnichanel1/gmpg.org/xfn/intro.95.delayed	(from https://gmpg.org/xfn/11)
21:37:29	9/9	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2014:37:29%20GMT	https://gmpg.org/xfn/faq	/home/nehphren/kwu/omnichanel1/gmpg.org/xfn/faq	(from https://gmpg.org/xfn/11)
21:37:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2014:37:30%20GMT	http://static.addtoany.com/robots.txt		(from https://BANTUDAGANG.com/)
